Year,Subregion,Species_CD,Abundance,Relative Abundance ,Effort
2012,1,341,0,0,223
2012,2,341,1.5,4.70E-05,81
2012,3,341,1.5,0.00011707,28
2012,4,341,0.5,1.78E-06,421
2014,1,341,0.5,6.20E-05,25
2014,2,341,1.5,7.70E-05,43
2014,3,341,0,0,34
2014,4,341,0.5,1.51E-06,409
1999,1,346,0,0,44
1999,2,346,0,0,70
1999,3,346,0,0,34
1999,4,346,0,0,208
2000,1,346,0,0,90
2000,2,346,0,0,33
2000,3,346,0,0,32
2000,4,346,0,0,194
2001,1,346,0,0,131
2001,2,346,0,0,51
2001,3,346,0,0,26
2001,4,346,0,NaN,0
2002,1,346,0,0,202
2002,2,346,0,0,54
2002,3,346,0,0,32
2002,4,346,0,NaN,0
2003,1,346,0,0,199
2003,2,346,0,0,22
2003,3,346,0,0,17
2003,4,346,0,NaN,0
2004,1,346,0,0,152
2004,2,346,0,NaN,0
2004,3,346,0,0,1
2004,4,346,0,0,321
2005,1,346,0,0,148
2005,2,346,0,0,42
2005,3,346,0,0,18
2005,4,346,0,NaN,0
2006,1,346,0,0,193
2006,2,346,0,0,62
2006,3,346,0,0,23
2006,4,346,0,0,262
2007,1,346,0,0,181
2007,2,346,0,0,66
2007,3,346,0,0,38
2007,4,346,0,NaN,0
2008,1,346,0,0,221
2008,2,346,0,0,78
2008,3,346,0,0,41
2008,4,346,0,0,353
2009,1,346,0,0,257
2009,2,346,0,0,107
2009,3,346,0,0,55
2009,4,346,0,NaN,0
2010,1,346,0,0,188
2010,2,346,0,0,68
2010,3,346,0,0,41
2010,4,346,0,0,383
2011,1,346,0,0,191
2011,2,346,0,0,82
2011,3,346,0,0,44
2011,4,346,0,NaN,0
2012,1,346,0,0,223
2012,2,346,0,0,81
2012,3,346,0,0,28
2012,4,346,0,0,421
2014,1,346,0,0,25
2014,2,346,0,0,43
2014,3,346,0,0,34
2014,4,346,0,0,409
1999,1,348,0.5,5.05E-05,44
1999,2,348,0.5,2.94E-05,70
1999,3,348,0,0,34
1999,4,348,32,0.00044504,208
2000,1,348,0,0,90
2000,2,348,1,7.18E-05,33
2000,3,348,1,0.00010852,32
2000,4,348,8.5,0.00010137,194
2001,1,348,0.5,5.80E-06,131
2001,2,348,0.5,5.56E-06,51
2001,3,348,0,0,26
2001,4,348,0,NaN,0
2002,1,348,13.166,0.00023008,202
2002,2,348,2,0.00014762,54
2002,3,348,0,0,32
2002,4,348,0,NaN,0
2003,1,348,1,1.55E-05,199
2003,2,348,0,0,22
2003,3,348,0,0,17
2003,4,348,0,NaN,0
2004,1,348,2,4.14E-05,152
2004,2,348,0,NaN,0
2004,3,348,0,0,1
2004,4,348,37,0.00030704,321
2005,1,348,4,0.000101,148
2005,2,348,0,0,42
2005,3,348,0,0,18
2005,4,348,0,NaN,0
2006,1,348,6,0.00012628,193
2006,2,348,2,8.94E-05,62
2006,3,348,1.5,0.00022331,23
2006,4,348,23.5,0.00014139,262
2007,1,348,3.5,7.49E-05,181
2007,2,348,1.5,7.35E-05,66
2007,3,348,0,0,38
2007,4,348,0,NaN,0
2008,1,348,3,4.90E-05,221
2008,2,348,1.5,5.57E-05,78
2008,3,348,1,9.14E-05,41
2008,4,348,36,0.00012571,353
2009,1,348,6,6.41E-05,257
2009,2,348,2.5,4.96E-05,107
2009,3,348,3.5,0.00015554,55
2009,4,348,0,NaN,0
2010,1,348,3.5,6.45E-05,188
2010,2,348,2.5,8.77E-05,68
2010,3,348,2,0.00013356,41
2010,4,348,79,0.00047021,383
2011,1,348,10.5,0.00015403,191
2011,2,348,2,5.82E-05,82
2011,3,348,3,0.0001754,44
2011,4,348,0,NaN,0
2012,1,348,15.5,0.00021676,223
2012,2,348,6.5,0.00020357,81
2012,3,348,3,0.00023415,28
2012,4,348,104,0.00036962,421
2014,1,348,0.5,6.20E-05,25
2014,2,348,1.5,7.70E-05,43
2014,3,348,2.5,0.00021308,34
2014,4,348,70,0.00021084,409
1999,1,364,0,0,44
1999,2,364,0,0,70
1999,3,364,0,0,34
1999,4,364,0,0,208
2000,1,364,0,0,90
2000,2,364,0,0,33
2000,3,364,0,0,32
2000,4,364,0,0,194
2001,1,364,0,0,131
2001,2,364,0,0,51
2001,3,364,0,0,26
2001,4,364,0,NaN,0
2002,1,364,0,0,202
2002,2,364,0,0,54
2002,3,364,0,0,32
2002,4,364,0,NaN,0
2003,1,364,0,0,199
2003,2,364,0,0,22
2003,3,364,0,0,17
2003,4,364,0,NaN,0
2004,1,364,0,0,152
2004,2,364,0,NaN,0
2004,3,364,0,0,1
2004,4,364,0,0,321
2005,1,364,0,0,148
2005,2,364,0,0,42
2005,3,364,0,0,18
2005,4,364,0,NaN,0
2006,1,364,0,0,193
2006,2,364,0,0,62
2006,3,364,0,0,23
2006,4,364,0,0,262
2007,1,364,0,0,181
2007,2,364,0,0,66
2007,3,364,0,0,38
2007,4,364,0,NaN,0
2008,1,364,0,0,221
2008,2,364,0,0,78
2008,3,364,0,0,41
2008,4,364,0,0,353
2009,1,364,0,0,257
2009,2,364,0,0,107
2009,3,364,0,0,55
2009,4,364,0,NaN,0
2010,1,364,0,0,188
2010,2,364,0,0,68
2010,3,364,0,0,41
2010,4,364,0,0,383
2011,1,364,0,0,191
2011,2,364,0,0,82
2011,3,364,0,0,44
2011,4,364,0,NaN,0
2012,1,364,0,0,223
2012,2,364,0,0,81
2012,3,364,0,0,28
2012,4,364,0,0,421
2014,1,364,0,0,25
2014,2,364,0,0,43
2014,3,364,0,0,34
2014,4,364,0,0,409
1999,1,377,0,0,44
1999,2,377,0,0,70
1999,3,377,0,0,34
1999,4,377,0,0,208
2000,1,377,0,0,90
2000,2,377,0,0,33
2000,3,377,0,0,32
2000,4,377,0,0,194
2001,1,377,0,0,131
2001,2,377,0,0,51
2001,3,377,0,0,26
2001,4,377,0,NaN,0
2002,1,377,0,0,202
2002,2,377,0,0,54
2002,3,377,0,0,32
2002,4,377,0,NaN,0
2003,1,377,0,0,199
2003,2,377,0,0,22
2003,3,377,0,0,17
2003,4,377,0,NaN,0
2004,1,377,0,0,152
2004,2,377,0,NaN,0
2004,3,377,0,0,1
2004,4,377,0,0,321
2005,1,377,0,0,148
2005,2,377,0,0,42
2005,3,377,0,0,18
2005,4,377,0,NaN,0
2006,1,377,0,0,193
2006,2,377,0,0,62
2006,3,377,0,0,23
2006,4,377,0,0,262
2007,1,377,0,0,181
2007,2,377,0,0,66
2007,3,377,0,0,38
2007,4,377,0,NaN,0
2008,1,377,0,0,221
2008,2,377,0,0,78
2008,3,377,0,0,41
2008,4,377,0,0,353
2009,1,377,0,0,257
2009,2,377,0,0,107
2009,3,377,0,0,55
2009,4,377,0,NaN,0
2010,1,377,0,0,188
2010,2,377,0,0,68
2010,3,377,0,0,41
2010,4,377,0,0,383
2011,1,377,0,0,191
2011,2,377,0,0,82
2011,3,377,0,0,44
2011,4,377,0,NaN,0
2012,1,377,0,0,223
2012,2,377,0,0,81
2012,3,377,0,0,28
2012,4,377,0,0,421
2014,1,377,0,0,25
2014,2,377,0,0,43
2014,3,377,0,0,34
2014,4,377,0,0,409
1999,1,379,0,0,44
1999,2,379,0,0,70
1999,3,379,0,0,34
1999,4,379,0,0,208
2000,1,379,0,0,90
2000,2,379,0,0,33
2000,3,379,0,0,32
2000,4,379,0,0,194
2001,1,379,0,0,131
2001,2,379,0,0,51
2001,3,379,0,0,26
2001,4,379,0,NaN,0
2002,1,379,0,0,202
2002,2,379,0,0,54
2002,3,379,0,0,32
2002,4,379,0,NaN,0
2003,1,379,0,0,199
2003,2,379,0,0,22
2003,3,379,0,0,17
2003,4,379,0,NaN,0
2004,1,379,0,0,152
2004,2,379,0,NaN,0
2004,3,379,0,0,1
2004,4,379,0,0,321
2005,1,379,0,0,148
2005,2,379,0,0,42
2005,3,379,0,0,18
2005,4,379,0,NaN,0
2006,1,379,0,0,193
2006,2,379,0,0,62
2006,3,379,0,0,23
2006,4,379,0,0,262
2007,1,379,0,0,181
2007,2,379,0,0,66
2007,3,379,0,0,38
2007,4,379,0,NaN,0
2008,1,379,0,0,221
2008,2,379,0,0,78
2008,3,379,0,0,41
2008,4,379,0,0,353
2009,1,379,0,0,257
2009,2,379,0,0,107
2009,3,379,0,0,55
2009,4,379,0,NaN,0
2010,1,379,0,0,188
2010,2,379,0,0,68
2010,3,379,0,0,41
2010,4,379,0,0,383
2011,1,379,0,0,191
2011,2,379,0,0,82
2011,3,379,0,0,44
2011,4,379,0,NaN,0
2012,1,379,0,0,223
2012,2,379,0,0,81
2012,3,379,0,0,28
2012,4,379,0,0,421
2014,1,379,0,0,25
2014,2,379,0,0,43
2014,3,379,0,0,34
2014,4,379,0,0,409
1999,1,380,0,0,44
1999,2,380,0,0,70
1999,3,380,0,0,34
1999,4,380,0,0,208
2000,1,380,0,0,90
2000,2,380,0,0,33
2000,3,380,0,0,32
2000,4,380,0,0,194
2001,1,380,0,0,131
2001,2,380,0,0,51
2001,3,380,1,7.12E-05,26
2001,4,380,0,NaN,0
2002,1,380,0,0,202
2002,2,380,0,0,54
2002,3,380,0,0,32
2002,4,380,0,NaN,0
2003,1,380,0,0,199
2003,2,380,0,0,22
2003,3,380,0,0,17
2003,4,380,0,NaN,0
2004,1,380,0,0,152
2004,2,380,0,NaN,0
2004,3,380,0,0,1
2004,4,380,0,0,321
2005,1,380,0,0,148
2005,2,380,0,0,42
2005,3,380,0,0,18
2005,4,380,0,NaN,0
2006,1,380,0,0,193
2006,2,380,0,0,62
2006,3,380,0,0,23
2006,4,380,1,6.02E-06,262
2007,1,380,0.5,1.07E-05,181
2007,2,380,0,0,66
2007,3,380,0,0,38
2007,4,380,0,NaN,0
2008,1,380,0,0,221
2008,2,380,0,0,78
2008,3,380,0,0,41
2008,4,380,1,3.49E-06,353
2009,1,380,0,0,257
2009,2,380,0,0,107
2009,3,380,0,0,55
2009,4,380,0,NaN,0
2010,1,380,0,0,188
2010,2,380,0,0,68
2010,3,380,0,0,41
2010,4,380,1.5,8.93E-06,383
2011,1,380,0,0,191
2011,2,380,0,0,82
2011,3,380,0,0,44
2011,4,380,0,NaN,0
2012,1,380,0,0,223
2012,2,380,0.5,1.57E-05,81
2012,3,380,0,0,28
2012,4,380,0,0,421
2014,1,380,0,0,25
2014,2,380,0,0,43
2014,3,380,0,0,34
2014,4,380,0,0,409
1999,1,381,0,0,44
1999,2,381,0,0,70
1999,3,381,0,0,34
1999,4,381,0,0,208
2000,1,381,4,0.00015384,90
2000,2,381,0,0,33
2000,3,381,0,0,32
2000,4,381,0,0,194
2001,1,381,0,0,131
2001,2,381,0.5,5.56E-06,51
2001,3,381,0,0,26
2001,4,381,0,NaN,0
2002,1,381,0,0,202
2002,2,381,5,0.00036904,54
2002,3,381,0,0,32
2002,4,381,0,NaN,0
2003,1,381,0,0,199
2003,2,381,0,0,22
2003,3,381,0,0,17
2003,4,381,0,NaN,0
2004,1,381,0,0,152
2004,2,381,0,NaN,0
2004,3,381,0,0,1
2004,4,381,0,0,321
2005,1,381,0,0,148
2005,2,381,0,0,42
2005,3,381,0,0,18
2005,4,381,0,NaN,0
2006,1,381,0,0,193
2006,2,381,0,0,62
2006,3,381,0,0,23
2006,4,381,5,3.01E-05,262
2007,1,381,0,0,181
2007,2,381,0,0,66
2007,3,381,0,0,38
2007,4,381,0,NaN,0
2008,1,381,0,0,221
2008,2,381,0,0,78
2008,3,381,0,0,41
2008,4,381,0,0,353
2009,1,381,0,0,257
2009,2,381,0,0,107
2009,3,381,0,0,55
2009,4,381,0,NaN,0
2010,1,381,0,0,188
2010,2,381,0,0,68
2010,3,381,0,0,41
2010,4,381,0,0,383
2011,1,381,0,0,191
2011,2,381,0,0,82
2011,3,381,0,0,44
2011,4,381,0,NaN,0
2012,1,381,0,0,223
2012,2,381,2.5,7.83E-05,81
2012,3,381,0,0,28
2012,4,381,0,0,421
2014,1,381,0,0,25
2014,2,381,0,0,43
2014,3,381,0,0,34
2014,4,381,0,0,409
1999,1,382,0,0,44
1999,2,382,0,0,70
1999,3,382,0,0,34
1999,4,382,0.5,6.95E-06,208
2000,1,382,0,0,90
2000,2,382,750,0.053837,33
2000,3,382,0,0,32
2000,4,382,0,0,194
2001,1,382,0,0,131
2001,2,382,0,0,51
2001,3,382,0,0,26
2001,4,382,0,NaN,0
2002,1,382,1021,0.017842,202
2002,2,382,0,0,54
2002,3,382,0,0,32
2002,4,382,0,NaN,0
2003,1,382,0,0,199
2003,2,382,0,0,22
2003,3,382,0,0,17
2003,4,382,0,NaN,0
2004,1,382,500,0.010361,152
2004,2,382,0,NaN,0
2004,3,382,0,0,1
2004,4,382,2.5,2.07E-05,321
2005,1,382,0,0,148
2005,2,382,0,0,42
2005,3,382,0,0,18
2005,4,382,0,NaN,0
2006,1,382,0,0,193
2006,2,382,0.5,2.24E-05,62
2006,3,382,0,0,23
2006,4,382,0,0,262
2007,1,382,0,0,181
2007,2,382,0,0,66
2007,3,382,0,0,38
2007,4,382,0,NaN,0
2008,1,382,0,0,221
2008,2,382,400,0.014847,78
2008,3,382,0,0,41
2008,4,382,3.5,1.22E-05,353
2009,1,382,1021,0.010911,257
2009,2,382,0,0,107
2009,3,382,0,0,55
2009,4,382,0,NaN,0
2010,1,382,0,0,188
2010,2,382,0,0,68
2010,3,382,0,0,41
2010,4,382,0,0,383
2011,1,382,2,2.93E-05,191
2011,2,382,1,2.91E-05,82
2011,3,382,0,0,44
2011,4,382,0,NaN,0
2012,1,382,0,0,223
2012,2,382,0,0,81
2012,3,382,500,0.039024,28
2012,4,382,0,0,421
2014,1,382,0,0,25
2014,2,382,0,0,43
2014,3,382,0,0,34
2014,4,382,0.5,1.51E-06,409
1999,1,383,0,0,44
1999,2,383,0,0,70
1999,3,383,0,0,34
1999,4,383,0,0,208
2000,1,383,0,0,90
2000,2,383,0,0,33
2000,3,383,0,0,32
2000,4,383,0,0,194
2001,1,383,0.5,5.80E-06,131
2001,2,383,0,0,51
2001,3,383,0,0,26
2001,4,383,0,NaN,0
2002,1,383,0,0,202
2002,2,383,0,0,54
2002,3,383,0,0,32
2002,4,383,0,NaN,0
2003,1,383,12.5,0.0001942,199
2003,2,383,0,0,22
2003,3,383,0,0,17
2003,4,383,0,NaN,0
2004,1,383,0,0,152
2004,2,383,0,NaN,0
2004,3,383,0,0,1
2004,4,383,1,8.30E-06,321
2005,1,383,0,0,148
2005,2,383,0,0,42
2005,3,383,1,0.0002157,18
2005,4,383,0,NaN,0
2006,1,383,0,0,193
2006,2,383,0,0,62
2006,3,383,0,0,23
2006,4,383,1.5,9.02E-06,262
2007,1,383,0.5,1.07E-05,181
2007,2,383,0,0,66
2007,3,383,0,0,38
2007,4,383,0,NaN,0
2008,1,383,1,1.63E-05,221
2008,2,383,0,0,78
2008,3,383,0,0,41
2008,4,383,1,3.49E-06,353
2009,1,383,0.5,5.34E-06,257
2009,2,383,0,0,107
2009,3,383,0,0,55
2009,4,383,0,NaN,0
2010,1,383,0,0,188
2010,2,383,0,0,68
2010,3,383,0,0,41
2010,4,383,0.5,2.98E-06,383
2011,1,383,0,0,191
2011,2,383,0,0,82
2011,3,383,0,0,44
2011,4,383,0,NaN,0
2012,1,383,0,0,223
2012,2,383,0,0,81
2012,3,383,0,0,28
2012,4,383,0,0,421
2014,1,383,0,0,25
2014,2,383,0,0,43
2014,3,383,0,0,34
2014,4,383,0,0,409
1999,1,384,0,0,44
1999,2,384,0,0,70
1999,3,384,0,0,34
1999,4,384,0,0,208
2000,1,384,0,0,90
2000,2,384,0,0,33
2000,3,384,0,0,32
2000,4,384,0,0,194
2001,1,384,0,0,131
2001,2,384,0,0,51
2001,3,384,0,0,26
2001,4,384,0,NaN,0
2002,1,384,0,0,202
2002,2,384,0,0,54
2002,3,384,0,0,32
2002,4,384,0,NaN,0
2003,1,384,0,0,199
2003,2,384,0,0,22
2003,3,384,0,0,17
2003,4,384,0,NaN,0
2004,1,384,0,0,152
2004,2,384,0,NaN,0
2004,3,384,0,0,1
2004,4,384,0,0,321
2005,1,384,0,0,148
2005,2,384,0,0,42
2005,3,384,0,0,18
2005,4,384,0,NaN,0
2006,1,384,0,0,193
2006,2,384,0,0,62
2006,3,384,0,0,23
2006,4,384,0,0,262
2007,1,384,0.5,1.07E-05,181
2007,2,384,0,0,66
2007,3,384,0,0,38
2007,4,384,0,NaN,0
2008,1,384,0,0,221
2008,2,384,0,0,78
2008,3,384,0,0,41
2008,4,384,0.5,1.75E-06,353
2009,1,384,0,0,257
2009,2,384,1,1.98E-05,107
2009,3,384,0,0,55
2009,4,384,0,NaN,0
2010,1,384,0,0,188
2010,2,384,0,0,68
2010,3,384,0,0,41
2010,4,384,0.5,2.98E-06,383
2011,1,384,1,1.47E-05,191
2011,2,384,0,0,82
2011,3,384,0,0,44
2011,4,384,0,NaN,0
2012,1,384,0,0,223
2012,2,384,0,0,81
2012,3,384,0,0,28
2012,4,384,0.5,1.78E-06,421
2014,1,384,0,0,25
2014,2,384,0,0,43
2014,3,384,0,0,34
2014,4,384,0.5,1.51E-06,409
1999,1,385,0,0,44
1999,2,385,0,0,70
1999,3,385,0,0,34
1999,4,385,0,0,208
2000,1,385,0,0,90
2000,2,385,0,0,33
2000,3,385,0,0,32
2000,4,385,0,0,194
2001,1,385,0,0,131
2001,2,385,0,0,51
2001,3,385,0,0,26
2001,4,385,0,NaN,0
2002,1,385,0,0,202
2002,2,385,0,0,54
2002,3,385,0,0,32
2002,4,385,0,NaN,0
2003,1,385,0,0,199
2003,2,385,0,0,22
2003,3,385,0,0,17
2003,4,385,0,NaN,0
2004,1,385,0,0,152
2004,2,385,0,NaN,0
2004,3,385,0,0,1
2004,4,385,1.5,1.24E-05,321
2005,1,385,0,0,148
2005,2,385,0,0,42
2005,3,385,0,0,18
2005,4,385,0,NaN,0
2006,1,385,0,0,193
2006,2,385,0,0,62
2006,3,385,0,0,23
2006,4,385,3,1.80E-05,262
2007,1,385,0,0,181
2007,2,385,0,0,66
2007,3,385,0,0,38
2007,4,385,0,NaN,0
2008,1,385,0,0,221
2008,2,385,0,0,78
2008,3,385,0,0,41
2008,4,385,23,8.03E-05,353
2009,1,385,0,0,257
2009,2,385,0,0,107
2009,3,385,0,0,55
2009,4,385,0,NaN,0
2010,1,385,0,0,188
2010,2,385,0,0,68
2010,3,385,0,0,41
2010,4,385,0,0,383
2011,1,385,0,0,191
2011,2,385,0,0,82
2011,3,385,0,0,44
2011,4,385,0,NaN,0
2012,1,385,0.5,6.99E-06,223
2012,2,385,0,0,81
2012,3,385,0,0,28
2012,4,385,0,0,421
2014,1,385,0,0,25
2014,2,385,0,0,43
2014,3,385,0,0,34
2014,4,385,0.5,1.51E-06,409
1999,1,386,0,0,44
1999,2,386,0,0,70
1999,3,386,0,0,34
1999,4,386,0,0,208
2000,1,386,0,0,90
2000,2,386,0,0,33
2000,3,386,0,0,32
2000,4,386,0,0,194
2001,1,386,0.5,5.80E-06,131
2001,2,386,0,0,51
2001,3,386,0,0,26
2001,4,386,0,NaN,0
2002,1,386,0,0,202
2002,2,386,0,0,54
2002,3,386,0,0,32
2002,4,386,0,NaN,0
2003,1,386,4,6.21E-05,199
2003,2,386,0,0,22
2003,3,386,0,0,17
2003,4,386,0,NaN,0
2004,1,386,0,0,152
2004,2,386,0,NaN,0
2004,3,386,0,0,1
2004,4,386,0.5,4.15E-06,321
2005,1,386,0.5,1.26E-05,148
2005,2,386,0,0,42
2005,3,386,0,0,18
2005,4,386,0,NaN,0
2006,1,386,0,0,193
2006,2,386,0,0,62
2006,3,386,0,0,23
2006,4,386,0,0,262
2007,1,386,0,0,181
2007,2,386,0,0,66
2007,3,386,0,0,38
2007,4,386,0,NaN,0
2008,1,386,0,0,221
2008,2,386,0,0,78
2008,3,386,0,0,41
2008,4,386,0,0,353
2009,1,386,0,0,257
2009,2,386,0,0,107
2009,3,386,0,0,55
2009,4,386,0,NaN,0
2010,1,386,0,0,188
2010,2,386,0,0,68
2010,3,386,0,0,41
2010,4,386,0,0,383
2011,1,386,0,0,191
2011,2,386,0,0,82
2011,3,386,0,0,44
2011,4,386,0,NaN,0
2012,1,386,0,0,223
2012,2,386,0,0,81
2012,3,386,0,0,28
2012,4,386,0,0,421
2014,1,386,0,0,25
2014,2,386,0,0,43
2014,3,386,0,0,34
2014,4,386,1,3.01E-06,409
1999,1,387,0,0,44
1999,2,387,0,0,70
1999,3,387,0,0,34
1999,4,387,0,0,208
2000,1,387,0,0,90
2000,2,387,0,0,33
2000,3,387,0,0,32
2000,4,387,0,0,194
2001,1,387,0,0,131
2001,2,387,0,0,51
2001,3,387,0,0,26
2001,4,387,0,NaN,0
2002,1,387,1.5,2.62E-05,202
2002,2,387,0,0,54
2002,3,387,0,0,32
2002,4,387,0,NaN,0
2003,1,387,0,0,199
2003,2,387,0,0,22
2003,3,387,0,0,17
2003,4,387,0,NaN,0
2004,1,387,0.5,1.04E-05,152
2004,2,387,0,NaN,0
2004,3,387,0,0,1
2004,4,387,4.5,3.73E-05,321
2005,1,387,0,0,148
2005,2,387,0,0,42
2005,3,387,0,0,18
2005,4,387,0,NaN,0
2006,1,387,0,0,193
2006,2,387,0,0,62
2006,3,387,0,0,23
2006,4,387,0.5,3.01E-06,262
2007,1,387,0,0,181
2007,2,387,0,0,66
2007,3,387,0,0,38
2007,4,387,0,NaN,0
2008,1,387,0,0,221
2008,2,387,0,0,78
2008,3,387,0,0,41
2008,4,387,6,2.10E-05,353
2009,1,387,0,0,257
2009,2,387,0,0,107
2009,3,387,0,0,55
2009,4,387,0,NaN,0
2010,1,387,0,0,188
2010,2,387,0,0,68
2010,3,387,0,0,41
2010,4,387,3.5,2.08E-05,383
2011,1,387,0,0,191
2011,2,387,0,0,82
2011,3,387,0,0,44
2011,4,387,0,NaN,0
2012,1,387,0.5,6.99E-06,223
2012,2,387,0,0,81
2012,3,387,0,0,28
2012,4,387,9,3.20E-05,421
2014,1,387,0,0,25
2014,2,387,0,0,43
2014,3,387,0,0,34
2014,4,387,14.5,4.37E-05,409
1999,1,388,0,0,44
1999,2,388,0,0,70
1999,3,388,0,0,34
1999,4,388,0,0,208
2000,1,388,0,0,90
2000,2,388,0,0,33
2000,3,388,0,0,32
2000,4,388,0,0,194
2001,1,388,0,0,131
2001,2,388,0,0,51
2001,3,388,0,0,26
2001,4,388,0,NaN,0
2002,1,388,0,0,202
2002,2,388,0,0,54
2002,3,388,0,0,32
2002,4,388,0,NaN,0
2003,1,388,0,0,199
2003,2,388,0,0,22
2003,3,388,0,0,17
2003,4,388,0,NaN,0
2004,1,388,0,0,152
2004,2,388,0,NaN,0
2004,3,388,0,0,1
2004,4,388,0.5,4.15E-06,321
2005,1,388,0,0,148
2005,2,388,0,0,42
2005,3,388,0,0,18
2005,4,388,0,NaN,0
2006,1,388,0,0,193
2006,2,388,0,0,62
2006,3,388,0,0,23
2006,4,388,2,1.20E-05,262
2007,1,388,12.5,0.00026739,181
2007,2,388,0,0,66
2007,3,388,0,0,38
2007,4,388,0,NaN,0
2008,1,388,1,1.63E-05,221
2008,2,388,0,0,78
2008,3,388,0,0,41
2008,4,388,2,6.98E-06,353
2009,1,388,0,0,257
2009,2,388,1,1.98E-05,107
2009,3,388,0,0,55
2009,4,388,0,NaN,0
2010,1,388,0,0,188
2010,2,388,0,0,68
2010,3,388,3.5,0.00023373,41
2010,4,388,0,0,383
2011,1,388,0,0,191
2011,2,388,0,0,82
2011,3,388,3.5,0.00020463,44
2011,4,388,0,NaN,0
2012,1,388,1.5,2.10E-05,223
2012,2,388,5.5,0.00017225,81
2012,3,388,0,0,28
2012,4,388,1.5,5.33E-06,421
2014,1,388,0,0,25
2014,2,388,0.5,2.57E-05,43
2014,3,388,0,0,34
2014,4,388,5.5,1.66E-05,409
1999,1,389,0,0,44
1999,2,389,0,0,70
1999,3,389,0,0,34
1999,4,389,0,0,208
2000,1,389,0,0,90
2000,2,389,0,0,33
2000,3,389,0,0,32
2000,4,389,0,0,194
2001,1,389,0,0,131
2001,2,389,0,0,51
2001,3,389,0,0,26
2001,4,389,0,NaN,0
2002,1,389,0,0,202
2002,2,389,0,0,54
2002,3,389,0,0,32
2002,4,389,0,NaN,0
2003,1,389,0,0,199
2003,2,389,0,0,22
2003,3,389,0,0,17
2003,4,389,0,NaN,0
2004,1,389,0,0,152
2004,2,389,0,NaN,0
2004,3,389,0,0,1
2004,4,389,0.5,4.15E-06,321
2005,1,389,0,0,148
2005,2,389,0,0,42
2005,3,389,0,0,18
2005,4,389,0,NaN,0
2006,1,389,0,0,193
2006,2,389,0,0,62
2006,3,389,0,0,23
2006,4,389,1,6.02E-06,262
2007,1,389,0,0,181
2007,2,389,0,0,66
2007,3,389,0,0,38
2007,4,389,0,NaN,0
2008,1,389,0,0,221
2008,2,389,0,0,78
2008,3,389,0,0,41
2008,4,389,1.5,5.24E-06,353
2009,1,389,0,0,257
2009,2,389,0,0,107
2009,3,389,0,0,55
2009,4,389,0,NaN,0
2010,1,389,0,0,188
2010,2,389,0,0,68
2010,3,389,0,0,41
2010,4,389,3,1.79E-05,383
2011,1,389,1,1.47E-05,191
2011,2,389,0,0,82
2011,3,389,0,0,44
2011,4,389,0,NaN,0
2012,1,389,0,0,223
2012,2,389,0,0,81
2012,3,389,0,0,28
2012,4,389,4.5,1.60E-05,421
2014,1,389,0,0,25
2014,2,389,0,0,43
2014,3,389,0,0,34
2014,4,389,6.5,1.96E-05,409
1999,1,390,0,0,44
1999,2,390,0,0,70
1999,3,390,0,0,34
1999,4,390,0,0,208
2000,1,390,0,0,90
2000,2,390,0,0,33
2000,3,390,0,0,32
2000,4,390,0,0,194
2001,1,390,0,0,131
2001,2,390,0,0,51
2001,3,390,0,0,26
2001,4,390,0,NaN,0
2002,1,390,0,0,202
2002,2,390,0,0,54
2002,3,390,0,0,32
2002,4,390,0,NaN,0
2003,1,390,0,0,199
2003,2,390,0,0,22
2003,3,390,0,0,17
2003,4,390,0,NaN,0
2004,1,390,0,0,152
2004,2,390,0,NaN,0
2004,3,390,0,0,1
2004,4,390,1,8.30E-06,321
2005,1,390,0,0,148
2005,2,390,0,0,42
2005,3,390,0,0,18
2005,4,390,0,NaN,0
2006,1,390,0,0,193
2006,2,390,0,0,62
2006,3,390,0,0,23
2006,4,390,2.5,1.50E-05,262
2007,1,390,0,0,181
2007,2,390,0,0,66
2007,3,390,0,0,38
2007,4,390,0,NaN,0
2008,1,390,0,0,221
2008,2,390,0,0,78
2008,3,390,0,0,41
2008,4,390,0,0,353
2009,1,390,0,0,257
2009,2,390,0,0,107
2009,3,390,0,0,55
2009,4,390,0,NaN,0
2010,1,390,0,0,188
2010,2,390,0,0,68
2010,3,390,0,0,41
2010,4,390,0,0,383
2011,1,390,0,0,191
2011,2,390,0,0,82
2011,3,390,0,0,44
2011,4,390,0,NaN,0
2012,1,390,0,0,223
2012,2,390,0,0,81
2012,3,390,0,0,28
2012,4,390,0,0,421
2014,1,390,0,0,25
2014,2,390,0,0,43
2014,3,390,0,0,34
2014,4,390,0,0,409
1999,1,391,0,0,44
1999,2,391,0,0,70
1999,3,391,0,0,34
1999,4,391,0,0,208
2000,1,391,0,0,90
2000,2,391,0,0,33
2000,3,391,0,0,32
2000,4,391,0,0,194
2001,1,391,0,0,131
2001,2,391,0,0,51
2001,3,391,0,0,26
2001,4,391,0,NaN,0
2002,1,391,0,0,202
2002,2,391,0,0,54
2002,3,391,0,0,32
2002,4,391,0,NaN,0
2003,1,391,0,0,199
2003,2,391,0,0,22
2003,3,391,0,0,17
2003,4,391,0,NaN,0
2004,1,391,0,0,152
2004,2,391,0,NaN,0
2004,3,391,0,0,1
2004,4,391,0.5,4.15E-06,321
2005,1,391,0,0,148
2005,2,391,0,0,42
2005,3,391,0,0,18
